value,original_filename,spectrogram_filename,spectrogram_path,source_type
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1471.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1471.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2544.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2544.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_802.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_802.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3716.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3716.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2461.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2461.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3732.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3732.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2800.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2800.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_644.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_644.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3126.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3126.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2228.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2228.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1082.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1082.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2296.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2296.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_120.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_120.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_898.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_898.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1783.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1783.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2939.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2939.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1256.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1256.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3882.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3882.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2442.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2442.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_134.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_134.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3120.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3120.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1192.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1192.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3285.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3285.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_62.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_62.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2500.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2500.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3167.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3167.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1268.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1268.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2143.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2143.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_679.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_679.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1501.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1501.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_741.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_741.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_332.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_332.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1291.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1291.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1453.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1453.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2706.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2706.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_567.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_567.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_994.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_994.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3657.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3657.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_838.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_838.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_513.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_513.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2238.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2238.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2591.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2591.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_489.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_489.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1740.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1740.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_690.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_690.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2732.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2732.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_602.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_602.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1032.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1032.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1974.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1974.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_913.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_913.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_1950.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1950.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_308.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_308.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_274.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_274.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1701.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1701.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_482.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_482.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1730.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1730.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_647.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_647.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2633.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2633.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1808.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1808.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2065.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2065.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2123.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2123.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1018.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1018.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3507.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3507.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1887.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1887.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_66.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_66.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3181.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3181.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1371.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1371.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1546.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1546.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1258.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1258.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1826.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1826.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1467.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1467.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_68.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_68.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3779.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3779.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_1966.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1966.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_719.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_719.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1115.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1115.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1865.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1865.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2474.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2474.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_624.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_624.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_938.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_938.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_150.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_150.pt,o
0,0__happiness_neutral_h_050.wav,spectrogram_2728.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2728.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1207.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1207.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3421.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3421.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1380.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1380.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2002.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2002.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1148.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1148.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1644.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1644.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_859.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_859.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2902.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2902.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1962.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1962.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1012.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1012.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_366.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_366.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_553.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_553.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_1894.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1894.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_900.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_900.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2156.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2156.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1069.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1069.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_939.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_939.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2406.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2406.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_841.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_841.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_310.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_310.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_175.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_175.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1449.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1449.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2700.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2700.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1214.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1214.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3643.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3643.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1801.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1801.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1475.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1475.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_151.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_151.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3169.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3169.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_300.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_300.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_593.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_593.pt,o
0,0_Lp._Идеальный_МИР_#30_НОВЫЙ_ПЕРСОНАЖ_•_Майнкрафт.wav,spectrogram_283.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_283.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_2239.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2239.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1272.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1272.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_2669.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_2669.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_934.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_934.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_392.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_392.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3091.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3091.pt,o
0,0_Lp._Идеальный_МИР_#8_ЯЙЦО_ДРАКОНА_•_Майнкрафт.wav,spectrogram_3086.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_3086.pt,o
0,0_Lp._Идеальный_МИР_#6_ЭКЗАМЕН_ИМПЕРИИ_•_Майнкрафт.wav,spectrogram_1412.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1412.pt,o
0,0_Lp._Идеальный_МИР_#3_ПЕРВЫЙ_КОНТАКТ_•_Майнкрафт.wav,spectrogram_1434.pt,D:\4K_Video_Downloader\raya_prime_ava\app\data\spectrograms\spectrogram_1434.pt,o
